"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","field_expo_note_value","field_expo_sous_titre_value","field_oeuvre_adresse_web_url","filenames"
"Sur-Natures","171 rue du Chevaleret, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISNUITBLANCHE","Installation interactive, \"Nuit Blanche\"",NULL,NULL,NULL
"Sur-Natures","Aix-en-Provence (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-AIXENPROVENCE","Installation interactive festival Arborescence.",NULL,NULL,NULL
"Sur-Natures","Boulogne Billancourt (FRA)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-BOULOBNEBILLANCOURT","L'Art en direct, Boulogne Billancourt (FRA)",NULL,NULL,NULL
"Sur-Natures","Centre culturel Saint-Exupéry festival Chemins numériques, Reims (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-REIMS",NULL,NULL,NULL,"2006-e-reims-4.jpg,2006-e-reims-3.jpg,2006-e-reims-5.jpg,2006-e-reims-1.jpg,2006-e-reims-2.jpg"
"Sur-Natures","Chaumont","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-CHAUMONT",NULL,"Chaumont",NULL,"2006-e-chaumont-2.jpg,2006-e-chaumont-3.jpg,2006-e-chaumont-4.jpg,2006-e-chaumont-1.jpg"
"Sur-Natures","Complexe Michaud, Montlouis-sur-Loire (FRA)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-MONTLOUISSURLOIRE",NULL,NULL,NULL,NULL
"Sur-Natures","Domaine Orenga de Gaffory, Patrimonio (FRA)","perso","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-PATRIMONIO",NULL,NULL,NULL,NULL
"Sur-Natures","La Cité du Numérique, Futuroscope, Poitiers (FRA)","perso","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-POITIERS",NULL,NULL,NULL,NULL
"Sur-Natures","La façade de LCL, 55 avenue des Champs-Elysées, Paris (FRA)","perso","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-PARISLCL","Projection géante sur la façade de LCL,
55 avenue des Champs-Elysées, Paris.",NULL,NULL,NULL
"Sur-Natures","La Géode, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARISGEODE","25 ans de la Géode, Paris.",NULL,NULL,NULL
"Sur-Natures","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2006-E-PARISSUD",NULL,"-",NULL,"2006-e-parissud-3.jpg,2006-e-parissud-4.jpg,2006-e-parissud-5.jpg,2006-e-parissud-6.jpg,2006-e-parissud-1.jpg,2006-e-parissud-2.jpg"
"Sur-Natures","Rue des trois cailloux, Amiens (FRA)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-AMIENS","Installation interactive Nuit Blanche",NULL,NULL,NULL
"Sur-Natures","Villepinte (FRA)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-VILLEPINTE","Salon \"Maison & Objet\", Villepinte.",NULL,NULL,NULL
"Sur-Natures in vitro","Galerie des enfants du Centre Georges Pompidou, Paris (FRA)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISPOMPIDOU","Installation interactive.",NULL,NULL,NULL
"Sur-Natures VIRY-CHATILLON","Grande galerie de l'espace culturel Condorcet, 21 rue Maurice Sabatier, 91170, Viry-Chatillon (FRA)","perso","2007-05-12T00:00:00","2007-05-26T00:00:00",NULL,"2007-E-VIRYCHATILLON",NULL,NULL,NULL,"2007-e-virychatillon-1.jpg,2007-e-virychatillon-2.jpg,2007-e-virychatillon-3.jpg,2007-e-virychatillon-4.jpg,2007-e-escondorcet.jpg"
"Tableau de bord","Galerie Intersection 11/20","groupe","1990-01-16T00:00:00","1990-04-14T00:00:00","Veronica Tello","1990-E-PARISINTERSECTION",NULL,NULL,NULL,"1990-e-parisintersection.jpg"
"Tableau de bord - installation vidéo","Intersection 11/20, Paris (FRA)","perso","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISINTERSECTION",NULL,NULL,NULL,NULL
"Tapis Magiques","Eglise du Sacré Cœur, Casablanca","perso","2014-04-02T00:00:00","2014-04-06T00:00:00",NULL,"2014-E-CASABLANCA","Journées du Patrimoine",NULL,NULL,NULL
"TEFAF Maastricht","MECC Maastricht Forum 100 6229 GV Maastricht, Pays Bas","perso","2019-03-16T00:00:00","2019-03-24T00:00:00","Mayor Gallery","2019-E-MAASTRICHT","Avec la galerie Mayor, Londres, UK",NULL,NULL,NULL
"Telaviv","Telaviv","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-TELAVIV","-","-",NULL,"2010-e-telaviv-7.jpg,2010-e-telaviv-6.jpg,2010-e-telaviv-5.jpg,2010-e-telaviv-4.jpg,2010-e-telaviv-3.jpg,2010-e-telaviv-2.jpg,2010-e-telaviv-1.jpg"
"Télescopages ANVERS","121 Art Gallery, Anvers (BEL)","perso","1990-04-01T00:00:00","1990-05-01T00:00:00","121 Art Gallery","1990-E-ANVERS","-","-",NULL,NULL
"Télescopages HEROUVILLE","Centre d'art contemporain, Hérouville St-Clair","perso","1989-11-02T00:00:00","1989-12-10T00:00:00","-","1989-E-HEROUVILLE1","-","-",NULL,NULL
"Tempting ART","Musée d'Art Moderne MUDAM, Luxembourg","groupe","2016-07-02T00:00:00","2016-09-19T00:00:00","Anna Loporcaro","2016-E-LUXEMBOURG","\"On ne joue pas avec la nourriture!\" - cette remontrance que l'on s'est entendu dire maintes fois durant notre enfance se retrouve ici balayée d'une chiquenaude. Car que se passe-t-il lorsqu'on décide de sortir de la cuisine les plats qu'on y a préparé pour les introduire dans le monde du design? Il se passe que la cuisine devient un terrain de jeu dédié à la célébration des \"foodies\".","edible gems",NULL,NULL
"Terra Incognita","Mis (Museu da Imagem e do Som), Sao Paulo (BRA)","perso","2010-09-01T00:00:00","2010-10-31T00:00:00","Museu da imagem e do som","2010-E-SAOPAULOMIS",NULL,NULL,NULL,"2010-e-saopaulomis-4.jpg,2010-e-saopaulomis-5.jpg,2010-e-saopaulomis-6.jpg,2010-e-saopauloinvitv.jpg,2010-e-saopaulomis-2.jpg,2010-e-saopaulomis-3.jpg,2010-e-saopaulomis-1.jpg"
"Tisser les réseaux","Cité Internationale, Lyon (FRA)","perso","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-LYONFLUMIERES","Exposition dans le cadre de la \"Fête des lumières\" à Lyon.",NULL,NULL,"2003-e-lyonflumieres-1.jpg,2003-e-lyonflumieres-2.jpg,2003-e-lyonflumieres-3.jpg,2003-e-lyonflumieres-4.jpg,2003-e-lyonflumieres-5.jpg,2003-e-lyonflumieres-6.jpg,2003-e-lyonflumieres-7.jpg,2003-e-lyonflumieres-8.jpg,2003-e-lyonflumieres-9.jpg,2003-e-lyonflumieres-10.jpg"
"Toulon","toulon","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-TOULON","-","-",NULL,"2009-e-toulon-2.jpg,2009-e-toulon-1.jpg"
"Trans-culture","Exit art gallery, New york","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-NEWYORK",NULL,NULL,NULL,NULL
"Trelaze","Anciennes écuries des ardoisières, Trélazé (FRA)","perso","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-TRELAZE",NULL,NULL,NULL,"2007-e-trelaze-3.jpg,2007-e-trelaze-4.jpg,2007-e-trelaze-5.jpg,2007-e-trelaze-6.jpg,2007-e-trelaze-7.jpg,2007-e-trelaze-8.jpg,2007-e-trelaze-9.jpg,2007-e-trelaze-2.jpg,2007-e-trelaze-1.jpg"
"Turbulences","Espace culturel Louis Vuitton, Paris","groupe","2012-06-21T00:00:00","2012-09-16T00:00:00","David Rosenberg et Pierre Sterckx","2012-E-PARISVUITTON","Pixels Liquides présenté dans le hall d'entrée de l'Espace Culturel Louis Vuitton, est un hommage à la peinture des années 50 de Jackson Pollock, de Sam Francis et s’inscrit dans la continuité de \"l’Action painting\". Des flux de peinture virtuelle évoluent de façon autonome, tourbillonent, ondulent. Le déplacement du spectateur crée une traînée de couleur qui fuse avec la \"peinture\" en trame de fond. Sortant du rapport au tableau, Miguel Chevalier met au point la technique du \" dripping électronique\", une peinture de la lumière en perpétuel mouvement, où le spectateur devient par son corps un pinceau numérique.
(Logiciel Cyrille Henry / Antoine Villeret) 
Artistes : Angela Bulloch, Loris Cecchini, Miguel Chevalier, Elias Crespin, Attila Csörgo, Jorinde Voigt, Zilvinas Kempinas, Sachiko Kodama, Ryoichi Kurokawa, Petroc Sesti ","-",NULL,"2012-e-parisvuitton-1.jpg,2012-e-parisvuitton-2.jpg,2012-e-parisvuitton-3.jpg,2012-e-parisvuitton-4.jpg"
"Turbulences II","Fondation Boghossian – Villa Empain, Bruxelles (BEL)","groupe","2013-10-14T00:00:00","2013-10-14T00:00:00",NULL,"2013-E-BRUXELLES",NULL,NULL,NULL,"2013-e-bruxelles-9.jpg,2013-e-bruxelles-8.jpg,2013-e-bruxelles-7.jpg,2013-e-bruxelles-6.jpg,2013-e-bruxelles-5.jpg,2013-e-bruxelles-4.jpg,2013-e-bruxelles-3.jpg,2013-e-bruxelles-2.jpg,2013-e-bruxelles-1.jpg"
"Turku","Turku","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-TURKU","-","-",NULL,"2007-e-turku-1.jpg,2007-e-turku-2.jpg,2007-e-turku-3.jpg,2007-e-turku-4.jpg,2007-e-turku-5.jpg,2007-e-turku-6.jpg,2007-e-turku-7.jpg,2007-e-turku-8.jpg"
"Ubiquity 1 Mayor","The Mayor Gallery, 21 Cork Street, First Floor, London W1S 3LZ","perso","2018-04-12T00:00:00","2018-06-01T00:00:00",NULL,"2018-E-LONDONUBIQ1",NULL,NULL,NULL,NULL
"Ubiquity 2 Wilmotte","Wilmotte Gallery, London","perso","2018-04-12T00:00:00","2018-06-15T00:00:00",NULL,"2018-E-LONDONUBIQ2","Press enquiries: Amy Baker at the Mayor Gallery",NULL,NULL,NULL
"Ultra-Nature","Gallery Sejul, Séoul (KOR)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-SEOULSEJUL",NULL,NULL,NULL,"2006-e-seoulsejul-1.jpg,2006-e-seoulsejul-9.jpg,2006-e-seoulsejul-8.jpg,2006-e-seoulsejul-7.jpg,2006-e-seoulsejul-6.jpg,2006-e-seoulsejul-5.jpg,2006-e-seoulsejul-4.jpg,2006-e-seoulsejul-3.jpg,2006-e-seoulsejul-2.jpg,2006-e-seoulsejul-11.jpg,2006-e-seoulsejul-10.jpg"
"Ultra-nature","Glow Festival : forum of light in art and architecture, Eindhoven (NLD)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-EINDHOVEN","Logiciel Music2eye","Festival d'Eindhoven",NULL,"2007-e-eindhoven-2.jpg,2007-e-eindhoven-3.jpg,2007-e-eindhoven-4.jpg,2007-e-eindhoven-1.jpg"
"Ultra-Nature","Le métro d' Oslo (NOR)","perso","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-OSLO","Installation interactive dans le métro organisée par le Musée
d'art Moderne Astrup Fearnley, Oslo (NOR)",NULL,NULL,"2004-e-oslo5.jpg,2004-e-oslo4.jpg,2004-e-oslo3.jpg,2004-e-oslo2.jpg,2004-e-oslo1.jpg"
"Ultra-Natures, Emoção Art.ficial 4.0","Centro Cultural Itaú, São Paulo (BRA)","groupe","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-SAOPAULO",NULL,NULL,NULL,"2008-e-saopaulo-1.jpg,2008-e-saopaulo-2.jpg,2008-e-saopaulo-3.jpg"
"Unpainted, media art fair","Postpalast Munich","groupe","2014-01-17T00:00:00","2014-01-20T00:00:00",NULL,"2014-E-MUNICH","Exposition avec la Galerie Louise Alexander",NULL,NULL,NULL
"Unpainted, media art fair","Postpalast Munich","groupe","2014-01-17T00:00:00","2014-01-20T00:00:00",NULL,"2014-E-MUNICHHERMES","Exposition avec Hermès lors de Unpainted",NULL,NULL,NULL
"V.I.P. Vidéo, images, peinture","Galerie du Génie, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISGENIE",NULL,NULL,NULL,NULL
"Valenciennes","Valenciennes","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-VALENCIENNES","-","-",NULL,"2007-e-valenciennes-1.jpg,2007-e-valenciennes-2.jpg"
"Variaciones en Gris","Centro cultural de la Villa, Madrid (ESP)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-MADRIDCENTRECCULTUREL",NULL,NULL,NULL,NULL
"Variations Gitanes","Grande Halle de la Villette, Paris (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-PARISVILLETTE",NULL,NULL,NULL,NULL
"Vidéo art plastique 88","Centre d'art contemporain, Hérouville St-Clair","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-HEROUVILLE",NULL,NULL,NULL,NULL
"Vidéo art plastique 89","Centre d'art contemporain, Hérouville Saint-Clair (FRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-HEROUVILLE2",NULL,NULL,NULL,NULL
"Vidéo art plastique 90","Centre d'art contemporain, Hérouville Saint-Clair (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-HEROUVILLE",NULL,NULL,NULL,NULL
"Video arte","Institut Français, Siantago du Chili","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-SANTIAGODUCHILI",NULL,NULL,NULL,NULL
"Vidéos séquence","Maison des Arts, 105 avenue du 12 février 1934, Malakoff (FRA)","groupe","2004-03-21T00:00:00","2004-05-09T00:00:00",NULL,"2004-E-MALAKOFF","Miguel Chevalier exposa l'oeuvre \"Périphérie\", vidéo numérique de 1998, 55 minutes avec la musique de Gérard Hourbette",NULL,NULL,NULL
"Virtuel Réel","Espace Paul Ricard, Paris (FRA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-PARISRICARD",NULL,NULL,NULL,NULL
"Vision quest 1996","Beijing International Center, Pékin (CHN)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-PEKIN",NULL,NULL,NULL,NULL
"Vitry bibliothèque","Bibliothèque de Vitry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2010-E-VITRYBIBLIO",NULL,NULL,NULL,"2010-e-vitrybiblio-4.jpg,2010-e-vitrybiblio-3.jpg,2010-e-vitrybiblio-2.jpg,2010-e-vitrybiblio-1.jpg"
"Vortex","Galerie Lélia Mordoch, Paris (France)","perso","2015-09-25T00:00:00","2015-10-31T00:00:00",NULL,"2015-E-PARISMORDOCH","Vortex est la première exposition personnelle de l'artiste Miguel Chevalier à la Galerie Lélia Mordoch. Le flux est un thème récurrent dans le travail de l'artiste. Il présente dans cette exposition intitulée Vortex, ses dernières recherches artistiques à travers différentes différentes œuvres numériques et une série d'oeuvre fixes, pour la plupart inédites.
 
« Voxels Light », présentée en avant première et disposée au centre de l'exposition, est une sculpture de lumière dont les chorégraphies colorées hypnotisent le visiteur. Cette sculpture empreinte la forme minimaliste du cube. Les 256 petites leds dont la lumière se diffracte dans les panneaux de polycarbonate, composent des univers très graphiques qui oscillent à travers différents registres plastiques : mouvement de vagues, spirales, lignes géométriques, pulsation douce ou rapide, variations de couleurs en monochromie, en bichromie, en trichromie… De surprenant réseaux de lignes créés par le polycarboante s’entrelacent. Les pixels nous montrent des flux qui se créent en permanence et se prolonger à l’infini.

Autre création présentée en avant première, « Vortex 1 » et « Vortex 2 », sont deux œuvres numériques présentée sur 2 écran lcd, l'un disposé à l'horizontale, l'autre à la verticale. Une ligne de flux, puis une seconde, puis une multitude, apparaissent, se suivent, se croisent,  s'égarent en de multiples chemins aléatoires. Tous flottent, gravitent, se ramifient. Le visiteur suit ces flux de lumière colorés qui jaillissent, se développent sous la forme de courbes sinueuses semant sur leur passage leur particules cosmiques pour dessiner d'étonnant vortex. Ces mouvements tourbillonnaires semblent sortir de l'écran pour répandre leur énergie lumineuse. Ces deux créations dynamiques et poétiques, sont l'image métaphorique des autoroutes de l'information composées de milliards de données qui trament notre environnement et circulent en continu à une vitesse toujours plus rapide. 

En parallèle de cette œuvre virtuelle, seront présentées une série de sculptures « Vortex Filaires ». Ces sculptures  matérialisent encore un peu plus cet univers des flux immatériaux, difficilement préhensibles qui apparaissent ici dans leur substance. Ces sculptures filaires sont obtenues à partir de la technique d'impression 3D et de découpe laser. 

Lignes et points lumineux se confrontent dans l'exposition et s'égarent dans l'infini. Lumière, mouvement, énergie : de nouvelles poétiques de la matière s'élaborent dans la continuité des œuvres cinétiques. Miguel Chevalier retranscrit à partir de cette esthétique, les notions de flux et de réseaux. Il rend visible l’invisible, révèle l'essence des choses dans un monde sans cesse en évolution. ",NULL,NULL,"vortex_miguel_chevalier_1.jpg,vortex_miguel_chevalier_2.jpg,vortex_miguel_chevalier_3.jpg"
"Vous avez dit Fractal ?","Musée, Uzés (FRA)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-UZES",NULL,NULL,NULL,NULL
"Voxels Light et Mini Voxels Light","Eglise Saint-Eustache, Paris, France","perso","2015-12-04T00:00:00","2016-01-04T00:00:00","Françoise Paviot","2015-E-SAINTEUSTACHE","Comme d’autres artistes utilisent la peinture, le vitrail ou la photographie, Miguel Chevalier travaille avec la lumière. Mais cette lumière, il la fait vivre avec des outils de notre temps en utilisant toutes la richesse des techniques informatiques. Voxels* Light 2015 est une sculpture dont les chorégraphies colorées créent un monde d’énergie qui entre en résonance avec la fête de Noël. La lumière de ces 256 diodes électro-luminescentes se diffracte dans les panneaux de polycarbonate et compose des univers  qui oscillent à travers différents registres plastiques : tantôt des mouvements de spirales, de vagues ou des lignes géométriques, des pulsations lentes ou rapides, des variations de couleurs en monochromie, en bichromie, ou en trichromie qui se resserrent et se dilatent successivement.                         

Au-delà de l’infini dynamique et poétique de ces formes, cette œuvre, nous dit que nous sommes en marche dans un monde composé de milliards de données qui trament notre environnement et se créent en permanence. Elle nous rappelle aussi, avec les trois pièces Mini Voxels Light, présentées dans la Chapelle Saint Louis, que les rois mages, guidés par l’étoile, étaient porteurs de lumière.

Miguel Chevalier a de nombreuses installations à son actif comme celle en octobre à la King's College Chapel de l’Université de Cambridge ou tout dernièrement la Cathédrale de Durham dans le nord de l’Angleterre. Avec cette présentation à Saint Eustache, il nous invite à ne pas avoir peur de la nouveauté, à prendre le temps, comme les enfants, de nous émerveiller devant l’infini de ces formes et à méditer sur le sens de la lumière dans nos vies. Si le temps de l’Avent est un moment d’attente, c’est aussi une quête de la lumière.

                  Ta parole est la lumière de mes pas,
                  la lampe de ma route.
                  Psaume 118, verset 105

*Voxel est une contraction de « volumetric pixel », c’est un pixel en 3D

 
",NULL,NULL,NULL
